region_code,region_name,lat,lon
1699,Noordenveld,53.09602455132621,6.439902848637053
1700,Twenterand,52.4470797305805,6.599143872206792
1701,Westerveld,52.83810859453042,6.295843571247658
1702,Sint Anthonis,51.617570094062714,5.842615122363204
1705,Lingewaard,51.90111979466823,5.9427759806159655
1706,Cranendonck,51.28677745498898,5.596749964728888
1708,Steenwijkerland,52.75525585760551,6.030114850643027
1709,Moerdijk,51.65906584422616,4.541760109027036
1711,Echt-Susteren,51.0852727638681,5.908973306455108
1714,Sluis,51.32897531679194,3.5144116446308553
1719,Drimmelen,51.69962951948581,4.758615781647406
1721,Bernheze,51.68489317874035,5.520362865625224
1722,Ferwerderadiel,53.322788795064724,5.827907332887417
1723,Alphen-Chaam,51.500188322795424,4.887002785838607
1724,Bergeijk,51.309614468013,5.337561461986737
1728,Bladel,51.37249313970224,5.238434461583487
1729,Gulpen-Wittem,50.802247872826456,5.9012924714262125
1730,Tynaarlo,53.09660279863564,6.605941697472611
1731,Midden-Drenthe,52.86686469398024,6.542700281527538
1734,Overbetuwe,51.924300003991135,5.778641400710997
1735,Hof van Twente,52.23599668037008,6.589441581609795
1740,Neder-Betuwe,51.915590941124165,5.5869611386285944
1742,Rijssen-Holten,52.29172546410499,6.434004747836743
1771,Geldrop-Mierlo,51.430851812382514,5.586948972100352
1773,Olst-Wijhe,52.367745971901755,6.153839161030904
1774,Dinkelland,52.372604665078214,6.913202743133692
1783,Westland,51.99758895134095,4.216282636858212
1842,Midden-Delfland,51.96444656471342,4.305849596557151
1859,Berkelland,52.100332656966316,6.570521815996168
1876,Bronckhorst,52.0449095005288,6.304356936774699
1883,Sittard-Geleen,51.00522778994698,5.827744326913558
1884,Kaag en Braassem,52.19315420421367,4.628177173752026
1891,Dantumadiel,53.27936107153641,5.983320992372885
1892,Zuidplas,51.99834496484509,4.606486390590541
1894,Peel en Maas,51.33628489449575,5.994278974519649
1895,Oldambt,53.194491024780575,7.055513456435842
1896,Zwartewaterland,52.60216238730382,6.064006979599462
1900,Súdwest-Fryslân,53.02479659699315,5.548927242419402
1901,Bodegraven-Reeuwijk,52.06542439467637,4.765356353775643
1903,Eijsden-Margraten,50.802004384176705,5.773181785435643
1904,Stichtse Vecht,52.17659115292128,5.013132844188741
1911,Hollands Kroon,52.830217560060454,4.9493086126815315
1916,Leidschendam-Voorburg,52.09111157905515,4.422612523165096
1924,Goeree-Overflakkee,51.74758586920878,4.125109807820774
1926,Pijnacker-Nootdorp,52.017288266760595,4.42057216801492
1927,Molenwaard,51.890391872554694,4.799400905210075
1930,Nissewaard,51.83302959521454,4.286256042182204
1931,Krimpenerwaard,51.952011025168936,4.737164948450769
1940,De Fryske Marren,52.91661937467001,5.723949798005683
1942,Gooise Meren,52.30098011424895,5.1362639994861246
1945,Berg en Dal,51.81888108358299,5.950326943750662
1948,Meierijstad,51.592479336891905,5.5065033789949975
1949,Waadhoeke,53.224587664696195,5.612259795903478
1950,Westerwolde,53.01355171911769,7.119952940213711
1952,Midden-Groningen,53.194845607082556,6.807686775242898
1954,Beekdaelen,50.93575543539342,5.895115299716078
1955,Montferland,51.91754753687914,6.213131427372376
1959,Altena,51.76558953867931,4.9449558111156255
1960,West Betuwe,51.86157620252223,5.210364323928499
1961,Vijfheerenlanden,51.93615570883916,5.057336239104721
1963,Hoeksche Waard,51.77055558236175,4.456894600324578
1966,Het Hogeland,53.377394624027595,6.53188376208523
1969,Westerkwartier,53.21856249218757,6.337428483858405
1970,Noardeast-Fryslân,53.33249921460697,6.019304154309009
1978,Molenlanden,51.88461466859926,4.8466770133797885
1979,Eemsdelta,53.328478325693574,6.838404175105038
1980,Dijk en Waard,52.68184148880427,4.8207299052697845
1982,Land van Cuijk,51.65566596556339,5.858674013994425
1991,Maashorst,51.68731870125192,5.654861335844183
1992,Voorne aan Zee,51.87590496525211,4.132194421522368
